 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_t1_L2_U16_U8_B64_D03,0.039349455,MSFT_t1_L2_U16_U8_B64_D03,0.023868831,AMZN_t1_L2_U16_U8_B64_D03,0.038793016,GOOGL_t1_L2_U16_U8_B64_D03,0.04723734,BRK-B_t1_L2_U16_U8_B64_D03,0.026504578,TSLA_t1_L2_U16_U8_B64_D03,0.031947386,NVDA_t1_L2_U16_U8_B64_D03,0.038020931,GOOG_t1_L2_U16_U8_B64_D03,0.037284069,UNH_t1_L2_U16_U8_B64_D03,0.038624223,JPM_t1_L2_U16_U8_B64_D03,0.020791547,AVGO_t1_L2_U16_U8_B64_D03,0.02385422,V_t1_L2_U16_U8_B64_D03,0.031330287,BAC_t1_L2_U16_U8_B64_D03,0.03631606,HD_t1_L2_U16_U8_B64_D03,0.02385422,MA_t1_L2_U16_U8_B64_D03,0.05688579,MRK_t1_L2_U16_U8_B64_D03,0.036516607,ABBV_t1_L2_U16_U8_B64_D03,0.039154869,LLY_t1_L2_U16_U8_B64_D03,0.020077234,UPS_t1_L2_U16_U8_B64_D03,0.032163139,CAT_t1_L2_U16_U8_B64_D03,0.025186041
AAPL_t1_L2_U8_U8_B64_D03,0.05245002,MSFT_t1_L2_U8_U8_B64_D03,0.029226666,AMZN_t1_L2_U8_U8_B64_D03,0.055736262,GOOGL_t1_L2_U8_U8_B64_D03,0.037025079,BRK-B_t1_L2_U8_U8_B64_D03,0.036520708,TSLA_t1_L2_U8_U8_B64_D03,0.041827284,NVDA_t1_L2_U8_U8_B64_D03,0.049462982,GOOG_t1_L2_U8_U8_B64_D03,0.031629577,UNH_t1_L2_U8_U8_B64_D03,0.031243103,JPM_t1_L2_U8_U8_B64_D03,0.023146424,AVGO_t1_L2_U8_U8_B64_D03,0.037853289,V_t1_L2_U8_U8_B64_D03,0.03757586,BAC_t1_L2_U8_U8_B64_D03,0.028258802,HD_t1_L2_U8_U8_B64_D03,0.037853289,MA_t1_L2_U8_U8_B64_D03,0.061564721,MRK_t1_L2_U8_U8_B64_D03,0.030891361,ABBV_t1_L2_U8_U8_B64_D03,0.066850908,LLY_t1_L2_U8_U8_B64_D03,0.016484978,UPS_t1_L2_U8_U8_B64_D03,0.029743105,CAT_t1_L2_U8_U8_B64_D03,0.03243899
AAPL_t1_L2_U128_U128_B16_D02,0.044331893,MSFT_t1_L2_U128_U128_B16_D02,0.043899309,AMZN_t1_L2_U128_U128_B16_D02,0.013597572,GOOGL_t1_L2_U128_U128_B16_D02,0.035419252,BRK-B_t1_L2_U128_U128_B16_D02,0.026774142,TSLA_t1_L2_U128_U128_B16_D02,0.075879939,NVDA_t1_L2_U128_U128_B16_D02,0.070678771,GOOG_t1_L2_U128_U128_B16_D02,0.016312947,UNH_t1_L2_U128_U128_B16_D02,0.035683252,JPM_t1_L2_U128_U128_B16_D02,0.030061044,AVGO_t1_L2_U128_U128_B16_D02,0.037638623,V_t1_L2_U128_U128_B16_D02,0.044938706,BAC_t1_L2_U128_U128_B16_D02,0.026504578,HD_t1_L2_U128_U128_B16_D02,0.037638623,MA_t1_L2_U128_U128_B16_D02,0.050817367,MRK_t1_L2_U128_U128_B16_D02,0.050552417,ABBV_t1_L2_U128_U128_B16_D02,0.025097482,LLY_t1_L2_U128_U128_B16_D02,0.01955964,UPS_t1_L2_U128_U128_B16_D02,0.044397555,CAT_t1_L2_U128_U128_B16_D02,0.043229159
AAPL_t1_L2_U128_U64_B16_D02,0.016505338,MSFT_t1_L2_U128_U64_B16_D02,0.049693067,AMZN_t1_L2_U128_U64_B16_D02,0.027779935,GOOGL_t1_L2_U128_U64_B16_D02,0.02164945,BRK-B_t1_L2_U128_U64_B16_D02,0.013429435,TSLA_t1_L2_U128_U64_B16_D02,0.063817658,NVDA_t1_L2_U128_U64_B16_D02,0.024136325,GOOG_t1_L2_U128_U64_B16_D02,0.055076491,UNH_t1_L2_U128_U64_B16_D02,0.054495361,JPM_t1_L2_U128_U64_B16_D02,0.018010419,AVGO_t1_L2_U128_U64_B16_D02,0.035261706,V_t1_L2_U128_U64_B16_D02,0.009684972,BAC_t1_L2_U128_U64_B16_D02,0.036520708,HD_t1_L2_U128_U64_B16_D02,0.035261706,MA_t1_L2_U128_U64_B16_D02,0.040745236,MRK_t1_L2_U128_U64_B16_D02,0.008123603,ABBV_t1_L2_U128_U64_B16_D02,0.014631128,LLY_t1_L2_U128_U64_B16_D02,0.038566515,UPS_t1_L2_U128_U64_B16_D02,0.040363386,CAT_t1_L2_U128_U64_B16_D02,0.043007918
AAPL_t1_L2_U64_U64_B16_D02,0.0419828,MSFT_t1_L2_U64_U64_B16_D02,0.034033481,AMZN_t1_L2_U64_U64_B16_D02,0.025302066,GOOGL_t1_L2_U64_U64_B16_D02,0.012415864,BRK-B_t1_L2_U64_U64_B16_D02,0.030903047,TSLA_t1_L2_U64_U64_B16_D02,0.021355214,NVDA_t1_L2_U64_U64_B16_D02,0.065999307,GOOG_t1_L2_U64_U64_B16_D02,0.037902169,UNH_t1_L2_U64_U64_B16_D02,0.036013469,JPM_t1_L2_U64_U64_B16_D02,0.037542667,AVGO_t1_L2_U64_U64_B16_D02,0.027054222,V_t1_L2_U64_U64_B16_D02,0.023273394,BAC_t1_L2_U64_U64_B16_D02,0.026774142,HD_t1_L2_U64_U64_B16_D02,0.027054222,MA_t1_L2_U64_U64_B16_D02,0.038658943,MRK_t1_L2_U64_U64_B16_D02,0.011282644,ABBV_t1_L2_U64_U64_B16_D02,0.073448561,LLY_t1_L2_U64_U64_B16_D02,0.032387972,UPS_t1_L2_U64_U64_B16_D02,0.016935224,CAT_t1_L2_U64_U64_B16_D02,0.045331307
AAPL_t1_L2_U64_U32_B16_D02,0.056903455,MSFT_t1_L2_U64_U32_B16_D02,0.024523681,AMZN_t1_L2_U64_U32_B16_D02,0.027792569,GOOGL_t1_L2_U64_U32_B16_D02,0.012603139,BRK-B_t1_L2_U64_U32_B16_D02,0.023914289,TSLA_t1_L2_U64_U32_B16_D02,0.034569379,NVDA_t1_L2_U64_U32_B16_D02,0.046437953,GOOG_t1_L2_U64_U32_B16_D02,0.027486635,UNH_t1_L2_U64_U32_B16_D02,0.0328677,JPM_t1_L2_U64_U32_B16_D02,0.043316457,AVGO_t1_L2_U64_U32_B16_D02,0.019050783,V_t1_L2_U64_U32_B16_D02,0.018463839,BAC_t1_L2_U64_U32_B16_D02,0.013429435,HD_t1_L2_U64_U32_B16_D02,0.019050783,MA_t1_L2_U64_U32_B16_D02,0.034243293,MRK_t1_L2_U64_U32_B16_D02,0.03073016,ABBV_t1_L2_U64_U32_B16_D02,0.023403322,LLY_t1_L2_U64_U32_B16_D02,0.019175751,UPS_t1_L2_U64_U32_B16_D02,0.020426255,CAT_t1_L2_U64_U32_B16_D02,0.052830841
AAPL_t1_L2_U32_U32_B16_D02,0.036150314,MSFT_t1_L2_U32_U32_B16_D02,0.022259636,AMZN_t1_L2_U32_U32_B16_D02,0.023215344,GOOGL_t1_L2_U32_U32_B16_D02,0.021962345,BRK-B_t1_L2_U32_U32_B16_D02,0.011914129,TSLA_t1_L2_U32_U32_B16_D02,0.026827509,NVDA_t1_L2_U32_U32_B16_D02,0.03832769,GOOG_t1_L2_U32_U32_B16_D02,0.034001969,UNH_t1_L2_U32_U32_B16_D02,0.030137718,JPM_t1_L2_U32_U32_B16_D02,0.022608886,AVGO_t1_L2_U32_U32_B16_D02,0.011763136,V_t1_L2_U32_U32_B16_D02,0.048897777,BAC_t1_L2_U32_U32_B16_D02,0.030903047,HD_t1_L2_U32_U32_B16_D02,0.011763136,MA_t1_L2_U32_U32_B16_D02,0.029766038,MRK_t1_L2_U32_U32_B16_D02,0.016811777,ABBV_t1_L2_U32_U32_B16_D02,0.040986937,LLY_t1_L2_U32_U32_B16_D02,0.039650928,UPS_t1_L2_U32_U32_B16_D02,0.012527674,CAT_t1_L2_U32_U32_B16_D02,0.052804403
AAPL_t1_L2_U32_U16_B16_D02,0.029704483,MSFT_t1_L2_U32_U16_B16_D02,0.014293146,AMZN_t1_L2_U32_U16_B16_D02,0.023796473,GOOGL_t1_L2_U32_U16_B16_D02,0.052133016,BRK-B_t1_L2_U32_U16_B16_D02,0.011652344,TSLA_t1_L2_U32_U16_B16_D02,0.012922836,NVDA_t1_L2_U32_U16_B16_D02,0.029103749,GOOG_t1_L2_U32_U16_B16_D02,0.025152415,UNH_t1_L2_U32_U16_B16_D02,0.073592439,JPM_t1_L2_U32_U16_B16_D02,0.028664013,AVGO_t1_L2_U32_U16_B16_D02,0.030261395,V_t1_L2_U32_U16_B16_D02,0.01797336,BAC_t1_L2_U32_U16_B16_D02,0.023914289,HD_t1_L2_U32_U16_B16_D02,0.030261395,MA_t1_L2_U32_U16_B16_D02,0.039047793,MRK_t1_L2_U32_U16_B16_D02,0.017726619,ABBV_t1_L2_U32_U16_B16_D02,0.007971626,LLY_t1_L2_U32_U16_B16_D02,0.019602988,UPS_t1_L2_U32_U16_B16_D02,0.021270944,CAT_t1_L2_U32_U16_B16_D02,0.018090125
AAPL_t1_L2_U16_U16_B16_D02,0.025553804,MSFT_t1_L2_U16_U16_B16_D02,0.038321987,AMZN_t1_L2_U16_U16_B16_D02,0.030181009,GOOGL_t1_L2_U16_U16_B16_D02,0.016399009,BRK-B_t1_L2_U16_U16_B16_D02,0.018782908,TSLA_t1_L2_U16_U16_B16_D02,0.02266877,NVDA_t1_L2_U16_U16_B16_D02,0.024013178,GOOG_t1_L2_U16_U16_B16_D02,0.015925206,UNH_t1_L2_U16_U16_B16_D02,0.04150144,JPM_t1_L2_U16_U16_B16_D02,0.009600654,AVGO_t1_L2_U16_U16_B16_D02,0.014669449,V_t1_L2_U16_U16_B16_D02,0.016116189,BAC_t1_L2_U16_U16_B16_D02,0.011914129,HD_t1_L2_U16_U16_B16_D02,0.014669449,MA_t1_L2_U16_U16_B16_D02,0.028218238,MRK_t1_L2_U16_U16_B16_D02,0.008754986,ABBV_t1_L2_U16_U16_B16_D02,0.0242335,LLY_t1_L2_U16_U16_B16_D02,0.016758628,UPS_t1_L2_U16_U16_B16_D02,0.013862109,CAT_t1_L2_U16_U16_B16_D02,0.013433137
AAPL_t1_L2_U16_U8_B16_D02,0.039250132,MSFT_t1_L2_U16_U8_B16_D02,0.019310247,AMZN_t1_L2_U16_U8_B16_D02,0.024579374,GOOGL_t1_L2_U16_U8_B16_D02,0.027567618,BRK-B_t1_L2_U16_U8_B16_D02,0.029006816,TSLA_t1_L2_U16_U8_B16_D02,0.024548672,NVDA_t1_L2_U16_U8_B16_D02,0.026643766,GOOG_t1_L2_U16_U8_B16_D02,0.018439,UNH_t1_L2_U16_U8_B16_D02,0.025203872,JPM_t1_L2_U16_U8_B16_D02,0.01107949,AVGO_t1_L2_U16_U8_B16_D02,0.012838194,V_t1_L2_U16_U8_B16_D02,0.016938245,BAC_t1_L2_U16_U8_B16_D02,0.011652344,HD_t1_L2_U16_U8_B16_D02,0.012838194,MA_t1_L2_U16_U8_B16_D02,0.026842741,MRK_t1_L2_U16_U8_B16_D02,0.006510623,ABBV_t1_L2_U16_U8_B16_D02,0.020666542,LLY_t1_L2_U16_U8_B16_D02,0.017320232,UPS_t1_L2_U16_U8_B16_D02,0.015242697,CAT_t1_L2_U16_U8_B16_D02,0.017982477
AAPL_t1_L2_U8_U8_B16_D02,0.026139144,MSFT_t1_L2_U8_U8_B16_D02,0.0105723,AMZN_t1_L2_U8_U8_B16_D02,0.042240273,GOOGL_t1_L2_U8_U8_B16_D02,0.027376203,BRK-B_t1_L2_U8_U8_B16_D02,0.021689076,TSLA_t1_L2_U8_U8_B16_D02,0.016636353,NVDA_t1_L2_U8_U8_B16_D02,0.054742709,GOOG_t1_L2_U8_U8_B16_D02,0.02567083,UNH_t1_L2_U8_U8_B16_D02,0.022465514,JPM_t1_L2_U8_U8_B16_D02,0.014544578,AVGO_t1_L2_U8_U8_B16_D02,0.03519512,V_t1_L2_U8_U8_B16_D02,0.018970165,BAC_t1_L2_U8_U8_B16_D02,0.018782908,HD_t1_L2_U8_U8_B16_D02,0.03519512,MA_t1_L2_U8_U8_B16_D02,0.037699867,MRK_t1_L2_U8_U8_B16_D02,0.010531595,ABBV_t1_L2_U8_U8_B16_D02,0.019178651,LLY_t1_L2_U8_U8_B16_D02,0.018054251,UPS_t1_L2_U8_U8_B16_D02,0.011453097,CAT_t1_L2_U8_U8_B16_D02,0.017864797
AAPL_t1_L2_U128_U128_B32_D02,0.031037765,MSFT_t1_L2_U128_U128_B32_D02,0.028611405,AMZN_t1_L2_U128_U128_B32_D02,0.035206519,GOOGL_t1_L2_U128_U128_B32_D02,0.019361131,BRK-B_t1_L2_U128_U128_B32_D02,0.028527856,TSLA_t1_L2_U128_U128_B32_D02,0.013579266,NVDA_t1_L2_U128_U128_B32_D02,0.026168574,GOOG_t1_L2_U128_U128_B32_D02,0.049399983,UNH_t1_L2_U128_U128_B32_D02,0.03317643,JPM_t1_L2_U128_U128_B32_D02,0.022289032,AVGO_t1_L2_U128_U128_B32_D02,0.022620637,V_t1_L2_U128_U128_B32_D02,0.016352648,BAC_t1_L2_U128_U128_B32_D02,0.029006816,HD_t1_L2_U128_U128_B32_D02,0.022620637,MA_t1_L2_U128_U128_B32_D02,0.021474184,MRK_t1_L2_U128_U128_B32_D02,0.026158763,ABBV_t1_L2_U128_U128_B32_D02,0.003937489,LLY_t1_L2_U128_U128_B32_D02,0.035754029,UPS_t1_L2_U128_U128_B32_D02,0.041279215,CAT_t1_L2_U128_U128_B32_D02,0.036701422
AAPL_t1_L2_U128_U64_B32_D02,0.029466039,MSFT_t1_L2_U128_U64_B32_D02,0.041613847,AMZN_t1_L2_U128_U64_B32_D02,0.032980327,GOOGL_t1_L2_U128_U64_B32_D02,0.021907171,BRK-B_t1_L2_U128_U64_B32_D02,0.027445981,TSLA_t1_L2_U128_U64_B32_D02,0.041456897,NVDA_t1_L2_U128_U64_B32_D02,0.017524106,GOOG_t1_L2_U128_U64_B32_D02,0.03357666,UNH_t1_L2_U128_U64_B32_D02,0.019368421,JPM_t1_L2_U128_U64_B32_D02,0.02044436,AVGO_t1_L2_U128_U64_B32_D02,0.046920199,V_t1_L2_U128_U64_B32_D02,0.011279381,BAC_t1_L2_U128_U64_B32_D02,0.021689076,HD_t1_L2_U128_U64_B32_D02,0.046920199,MA_t1_L2_U128_U64_B32_D02,0.022444971,MRK_t1_L2_U128_U64_B32_D02,0.033880446,ABBV_t1_L2_U128_U64_B32_D02,0.051031042,LLY_t1_L2_U128_U64_B32_D02,0.020255702,UPS_t1_L2_U128_U64_B32_D02,0.042753089,CAT_t1_L2_U128_U64_B32_D02,0.04741
AAPL_t1_L2_U64_U64_B32_D02,0.063912049,MSFT_t1_L2_U64_U64_B32_D02,0.018935107,AMZN_t1_L2_U64_U64_B32_D02,0.023005253,GOOGL_t1_L2_U64_U64_B32_D02,0.035906017,BRK-B_t1_L2_U64_U64_B32_D02,0.478266656,TSLA_t1_L2_U64_U64_B32_D02,0.015606929,NVDA_t1_L2_U64_U64_B32_D02,0.014853828,GOOG_t1_L2_U64_U64_B32_D02,0.02258111,UNH_t1_L2_U64_U64_B32_D02,0.045752671,JPM_t1_L2_U64_U64_B32_D02,0.012972099,AVGO_t1_L2_U64_U64_B32_D02,0.009223219,V_t1_L2_U64_U64_B32_D02,0.030556003,BAC_t1_L2_U64_U64_B32_D02,0.028527856,HD_t1_L2_U64_U64_B32_D02,0.009223219,MA_t1_L2_U64_U64_B32_D02,0.04310111,MRK_t1_L2_U64_U64_B32_D02,0.042426072,ABBV_t1_L2_U64_U64_B32_D02,0.011255691,LLY_t1_L2_U64_U64_B32_D02,0.042158972,UPS_t1_L2_U64_U64_B32_D02,0.012842532,CAT_t1_L2_U64_U64_B32_D02,0.049563132
AAPL_t1_L2_U64_U32_B32_D02,0.026667621,MSFT_t1_L2_U64_U32_B32_D02,0.029005012,AMZN_t1_L2_U64_U32_B32_D02,0.022706689,GOOGL_t1_L2_U64_U32_B32_D02,0.019074641,BRK-B_t1_L2_U64_U32_B32_D02,0.024743499,TSLA_t1_L2_U64_U32_B32_D02,0.023180416,NVDA_t1_L2_U64_U32_B32_D02,0.038655534,GOOG_t1_L2_U64_U32_B32_D02,0.015683765,UNH_t1_L2_U64_U32_B32_D02,0.018651249,JPM_t1_L2_U64_U32_B32_D02,0.040240884,AVGO_t1_L2_U64_U32_B32_D02,0.02062072,V_t1_L2_U64_U32_B32_D02,0.023382543,BAC_t1_L2_U64_U32_B32_D02,0.027445981,HD_t1_L2_U64_U32_B32_D02,0.02062072,MA_t1_L2_U64_U32_B32_D02,0.049009763,MRK_t1_L2_U64_U32_B32_D02,0.005956153,ABBV_t1_L2_U64_U32_B32_D02,0.033112701,LLY_t1_L2_U64_U32_B32_D02,0.046253048,UPS_t1_L2_U64_U32_B32_D02,0.012863724,CAT_t1_L2_U64_U32_B32_D02,0.03925417
AAPL_t1_L2_U32_U32_B32_D02,0.672032297,MSFT_t1_L2_U32_U32_B32_D02,0.709928334,AMZN_t1_L2_U32_U32_B32_D02,0.669077992,GOOGL_t1_L2_U32_U32_B32_D02,0.669482231,BRK-B_t1_L2_U32_U32_B32_D02,0.013888096,TSLA_t1_L2_U32_U32_B32_D02,0.579284966,NVDA_t1_L2_U32_U32_B32_D02,0.876636982,GOOG_t1_L2_U32_U32_B32_D02,0.759056211,UNH_t1_L2_U32_U32_B32_D02,0.606525481,JPM_t1_L2_U32_U32_B32_D02,0.686200619,AVGO_t1_L2_U32_U32_B32_D02,0.589307308,V_t1_L2_U32_U32_B32_D02,0.692923009,BAC_t1_L2_U32_U32_B32_D02,0.478266656,HD_t1_L2_U32_U32_B32_D02,0.589307308,MA_t1_L2_U32_U32_B32_D02,0.523638546,MRK_t1_L2_U32_U32_B32_D02,0.691685021,ABBV_t1_L2_U32_U32_B32_D02,0.702506125,LLY_t1_L2_U32_U32_B32_D02,0.684891641,UPS_t1_L2_U32_U32_B32_D02,0.731399357,CAT_t1_L2_U32_U32_B32_D02,0.74869734
AAPL_t1_L2_U32_U16_B32_D02,0.042786591,MSFT_t1_L2_U32_U16_B32_D02,0.009119803,AMZN_t1_L2_U32_U16_B32_D02,0.027671352,GOOGL_t1_L2_U32_U16_B32_D02,0.009990433,BRK-B_t1_L2_U32_U16_B32_D02,0.015526609,TSLA_t1_L2_U32_U16_B32_D02,0.014282395,NVDA_t1_L2_U32_U16_B32_D02,0.026882451,GOOG_t1_L2_U32_U16_B32_D02,0.030769253,UNH_t1_L2_U32_U16_B32_D02,0.051828761,JPM_t1_L2_U32_U16_B32_D02,0.023866199,AVGO_t1_L2_U32_U16_B32_D02,0.016742835,V_t1_L2_U32_U16_B32_D02,0.016010107,BAC_t1_L2_U32_U16_B32_D02,0.024743499,HD_t1_L2_U32_U16_B32_D02,0.016742835,MA_t1_L2_U32_U16_B32_D02,0.049364988,MRK_t1_L2_U32_U16_B32_D02,0.006908388,ABBV_t1_L2_U32_U16_B32_D02,0.013139736,LLY_t1_L2_U32_U16_B32_D02,0.009547852,UPS_t1_L2_U32_U16_B32_D02,0.014019593,CAT_t1_L2_U32_U16_B32_D02,0.017127445
AAPL_t1_L2_U16_U16_B32_D02,0.035471961,MSFT_t1_L2_U16_U16_B32_D02,0.014029945,AMZN_t1_L2_U16_U16_B32_D02,0.049620491,GOOGL_t1_L2_U16_U16_B32_D02,0.016180107,BRK-B_t1_L2_U16_U16_B32_D02,0.010594579,TSLA_t1_L2_U16_U16_B32_D02,0.020526325,NVDA_t1_L2_U16_U16_B32_D02,0.021356948,GOOG_t1_L2_U16_U16_B32_D02,0.016858533,UNH_t1_L2_U16_U16_B32_D02,0.045976203,JPM_t1_L2_U16_U16_B32_D02,0.019382412,AVGO_t1_L2_U16_U16_B32_D02,0.010658015,V_t1_L2_U16_U16_B32_D02,0.015002911,BAC_t1_L2_U16_U16_B32_D02,0.013888096,HD_t1_L2_U16_U16_B32_D02,0.010658015,MA_t1_L2_U16_U16_B32_D02,0.024157161,MRK_t1_L2_U16_U16_B32_D02,0.011544487,ABBV_t1_L2_U16_U16_B32_D02,0.013523057,LLY_t1_L2_U16_U16_B32_D02,0.007658326,UPS_t1_L2_U16_U16_B32_D02,0.018540876,CAT_t1_L2_U16_U16_B32_D02,0.030197389
AAPL_t1_L2_U16_U8_B32_D02,0.027929541,MSFT_t1_L2_U16_U8_B32_D02,0.012084857,AMZN_t1_L2_U16_U8_B32_D02,0.024002805,GOOGL_t1_L2_U16_U8_B32_D02,0.019618591,BRK-B_t1_L2_U16_U8_B32_D02,0.020174807,TSLA_t1_L2_U16_U8_B32_D02,0.028800532,NVDA_t1_L2_U16_U8_B32_D02,0.029849663,GOOG_t1_L2_U16_U8_B32_D02,0.018485451,UNH_t1_L2_U16_U8_B32_D02,0.03575056,JPM_t1_L2_U16_U8_B32_D02,0.014209183,AVGO_t1_L2_U16_U8_B32_D02,0.010418752,V_t1_L2_U16_U8_B32_D02,0.015573042,BAC_t1_L2_U16_U8_B32_D02,0.015526609,HD_t1_L2_U16_U8_B32_D02,0.010418752,MA_t1_L2_U16_U8_B32_D02,0.032496974,MRK_t1_L2_U16_U8_B32_D02,0.023161128,ABBV_t1_L2_U16_U8_B32_D02,0.016307911,LLY_t1_L2_U16_U8_B32_D02,0.013468678,UPS_t1_L2_U16_U8_B32_D02,0.014038955,CAT_t1_L2_U16_U8_B32_D02,0.012313142
AAPL_t1_L2_U8_U8_B32_D02,0.023430742,MSFT_t1_L2_U8_U8_B32_D02,0.00792481,AMZN_t1_L2_U8_U8_B32_D02,0.021356676,GOOGL_t1_L2_U8_U8_B32_D02,0.019216325,BRK-B_t1_L2_U8_U8_B32_D02,0.01846315,TSLA_t1_L2_U8_U8_B32_D02,0.018614417,NVDA_t1_L2_U8_U8_B32_D02,0.031305648,GOOG_t1_L2_U8_U8_B32_D02,0.022870794,UNH_t1_L2_U8_U8_B32_D02,0.026975607,JPM_t1_L2_U8_U8_B32_D02,0.011466106,AVGO_t1_L2_U8_U8_B32_D02,0.012024581,V_t1_L2_U8_U8_B32_D02,0.016307747,BAC_t1_L2_U8_U8_B32_D02,0.010594579,HD_t1_L2_U8_U8_B32_D02,0.012024581,MA_t1_L2_U8_U8_B32_D02,0.033763487,MRK_t1_L2_U8_U8_B32_D02,0.021020062,ABBV_t1_L2_U8_U8_B32_D02,0.018214811,LLY_t1_L2_U8_U8_B32_D02,0.006972021,UPS_t1_L2_U8_U8_B32_D02,0.017457651,CAT_t1_L2_U8_U8_B32_D02,0.013072744
AAPL_t1_L2_U128_U128_B64_D02,0.027240902,MSFT_t1_L2_U128_U128_B64_D02,0.020891663,AMZN_t1_L2_U128_U128_B64_D02,0.012560006,GOOGL_t1_L2_U128_U128_B64_D02,0.015768604,BRK-B_t1_L2_U128_U128_B64_D02,0.020088455,TSLA_t1_L2_U128_U128_B64_D02,0.027418401,NVDA_t1_L2_U128_U128_B64_D02,0.027603026,GOOG_t1_L2_U128_U128_B64_D02,0.019194024,UNH_t1_L2_U128_U128_B64_D02,0.036969509,JPM_t1_L2_U128_U128_B64_D02,0.013609846,AVGO_t1_L2_U128_U128_B64_D02,0.055552229,V_t1_L2_U128_U128_B64_D02,0.02887335,BAC_t1_L2_U128_U128_B64_D02,0.020174807,HD_t1_L2_U128_U128_B64_D02,0.055552229,MA_t1_L2_U128_U128_B64_D02,0.044009455,MRK_t1_L2_U128_U128_B64_D02,0.011750555,ABBV_t1_L2_U128_U128_B64_D02,0.018730169,LLY_t1_L2_U128_U128_B64_D02,0.008821136,UPS_t1_L2_U128_U128_B64_D02,0.022815183,CAT_t1_L2_U128_U128_B64_D02,0.025474209
AAPL_t1_L2_U128_U64_B64_D02,0.027252311,MSFT_t1_L2_U128_U64_B64_D02,0.018520137,AMZN_t1_L2_U128_U64_B64_D02,0.02618316,GOOGL_t1_L2_U128_U64_B64_D02,0.017508704,BRK-B_t1_L2_U128_U64_B64_D02,0.013200941,TSLA_t1_L2_U128_U64_B64_D02,0.033453178,NVDA_t1_L2_U128_U64_B64_D02,0.052747313,GOOG_t1_L2_U128_U64_B64_D02,0.047112443,UNH_t1_L2_U128_U64_B64_D02,0.0345871,JPM_t1_L2_U128_U64_B64_D02,0.012120826,AVGO_t1_L2_U128_U64_B64_D02,0.019878374,V_t1_L2_U128_U64_B64_D02,0.014390513,BAC_t1_L2_U128_U64_B64_D02,0.01846315,HD_t1_L2_U128_U64_B64_D02,0.019878374,MA_t1_L2_U128_U64_B64_D02,0.026941491,MRK_t1_L2_U128_U64_B64_D02,0.021486934,ABBV_t1_L2_U128_U64_B64_D02,0.018228887,LLY_t1_L2_U128_U64_B64_D02,0.023715084,UPS_t1_L2_U128_U64_B64_D02,0.019397521,CAT_t1_L2_U128_U64_B64_D02,0.03460028
AAPL_t1_L2_U64_U64_B64_D02,0.042127363,MSFT_t1_L2_U64_U64_B64_D02,0.008959436,AMZN_t1_L2_U64_U64_B64_D02,0.028921073,GOOGL_t1_L2_U64_U64_B64_D02,0.010645786,BRK-B_t1_L2_U64_U64_B64_D02,0.011101674,TSLA_t1_L2_U64_U64_B64_D02,0.02044503,NVDA_t1_L2_U64_U64_B64_D02,0.057298187,GOOG_t1_L2_U64_U64_B64_D02,0.013772489,UNH_t1_L2_U64_U64_B64_D02,0.045748074,JPM_t1_L2_U64_U64_B64_D02,0.032744918,AVGO_t1_L2_U64_U64_B64_D02,0.011687448,V_t1_L2_U64_U64_B64_D02,0.038623359,BAC_t1_L2_U64_U64_B64_D02,0.020088455,HD_t1_L2_U64_U64_B64_D02,0.011687448,MA_t1_L2_U64_U64_B64_D02,0.020109355,MRK_t1_L2_U64_U64_B64_D02,0.019981852,ABBV_t1_L2_U64_U64_B64_D02,0.013948992,LLY_t1_L2_U64_U64_B64_D02,0.003923511,UPS_t1_L2_U64_U64_B64_D02,0.012030147,CAT_t1_L2_U64_U64_B64_D02,0.015909752
AAPL_t1_L2_U64_U32_B64_D02,0.031184459,MSFT_t1_L2_U64_U32_B64_D02,0.017697349,AMZN_t1_L2_U64_U32_B64_D02,0.018711157,GOOGL_t1_L2_U64_U32_B64_D02,0.016953774,BRK-B_t1_L2_U64_U32_B64_D02,0.018423254,TSLA_t1_L2_U64_U32_B64_D02,0.016469531,NVDA_t1_L2_U64_U32_B64_D02,0.031881277,GOOG_t1_L2_U64_U32_B64_D02,0.031770334,UNH_t1_L2_U64_U32_B64_D02,0.042176984,JPM_t1_L2_U64_U32_B64_D02,0.017900966,AVGO_t1_L2_U64_U32_B64_D02,0.018573161,V_t1_L2_U64_U32_B64_D02,0.030787053,BAC_t1_L2_U64_U32_B64_D02,0.013200941,HD_t1_L2_U64_U32_B64_D02,0.018573161,MA_t1_L2_U64_U32_B64_D02,0.028874515,MRK_t1_L2_U64_U32_B64_D02,0.018274153,ABBV_t1_L2_U64_U32_B64_D02,0.014732308,LLY_t1_L2_U64_U32_B64_D02,0.007737929,UPS_t1_L2_U64_U32_B64_D02,0.014411944,CAT_t1_L2_U64_U32_B64_D02,0.015937325
